系列,机型,版本,ColorOS,Android,地址,大小,时间,MD5
Find系列,Find X移动全网通版（PAFT00）,ColorOS 7 正式版-F.09（Android 10）,7,10.0,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_3090_all_zl3f9pDDviaO.ozip,3159M,2020-05-16T10:05:09.000+0000,325E7901ADB51C08AC177E130E10181A
Find系列,Find X移动全网通版（PAFT00）,ColorOS 6 正式版-C.24（ Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/PAFT00P/PAFT00_11_C.24_OTA_1240_all_201912112224.ozip,2671M,2020-01-08T03:28:32.000+0000,5EBD11BEDA6CF428743B1B193200E89A
Find系列,Find X移动全网通版（PAFT00）,正式版本-C.22,,,https://fsopen.coloros.com/3/oppowww/androidrom/PAFT00P/PAFT00_11_C.22_OTA_1220_all_201910101954.ozip,2662 MB,2019-12-03T22:59:22.000+0000,09dd6e0c5b16fc0eea8abd59bf784bae
Find系列,Find X移动全网通版（PAFT00）,正式版-A.37,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0370_all_6kB1jrhNZWV5.ozip,2509 MB,2019-09-29T16:16:09.000+0000,175e421ecc8a30db33972fb497559313
Find系列,Find X移动全网通版（PAFT00）,正式版-A.35,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0350_all_kP3yN4aS1ASz.ozip,2508 MB,2019-07-05T18:38:12.000+0000,11232742BD3A89CF6B6E27F34593D634
Find系列,Find X移动全网通版（PAFT00）,正式版本-A.34,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0340_all_gQm7wJmKgtwy.ozip,2457 MB,2019-05-28T20:07:20.000+0000,5E7E565E29C4B0AA6EF8F6D5907FAF53
Find系列,Find X移动全网通版（PAFT00）,正式版-A.30,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0300_all_rqjUlPT7h9J9.ozip,2447 MB,2019-01-29T14:49:15.000+0000,8C98903312E82B30FB3FEEE79062F6E3
Find系列,Find X移动全网通版（PAFT00）,正式版-A.27,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00//PAFT00_11_OTA_0270_all_qxrtgYyNXpsa_local.ozip,2437 MB,2018-11-26T10:04:22.000+0000,08057F7734DDF7426136FE7088469DA5
Find系列,Find X移动全网通版（PAFT00）,正式版-A.25,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0250_all_FpXU0QjATjXY_local.ozip,2324 MB,2018-10-15T16:45:58.000+0000,8A346907A020CEB76334414A62E74C99
Find系列,Find X移动全网通版（PAFT00）,正式版-A.24,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0240_all_oOYzUsF4mOJj_local.ozip,2325 MB,2018-09-10T19:13:38.000+0000,39D7E232CBCBEB6885770EA0E22A0608
Find系列,Find X移动全网通版（PAFT00）,正式版-A.23,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0230_all_nKkP73eUA2bv_local.ozip,2324 MB,2018-08-20T11:49:14.000+0000,5A0756CE14F4A7A80E8F93602ADC1B7B
Find系列,Find X移动全网通版（PAFT00）,正式版-A.21,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0210_all_rPk2PLXimASt_local.ozip,2284 MB,2018-08-04T20:29:34.000+0000,62AA21699FAAFB4B36F457945EDF1294
Find系列,Find X移动全网通版（PAFT00）,正式版-A.19,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0190_all_26gonbqtt3S6_local.ozip,2284 MB,2018-07-26T16:27:43.000+0000,A607B42D9A71BC38691C6CB863A294E5
Find系列,Find X移动全网通版（PAFT00）,正式版本-A.15,,,https://fsopen.coloros.com/3/oppowww/androidrom/paft00/PAFT00_11_OTA_0152_all_kLK0y3IEK2ur_local.ozip,2294 MB,2018-07-26T14:39:35.000+0000,611E61D45759029A0FF5C7A6EF24D306
Find系列,OPPO Find 7(标准移动版),正式版-150321_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9077/FIND7_12_OTA_021_all_svn10665.zip,813.93 MB,2016-08-05T09:28:14.000+0000,000
Find系列,OPPO Find 7(标准移动版),正式版-140624_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9077/FIND7_12_OTA_011_all_svn8549.zip,780.5 MB,2016-05-12T18:58:24.000+0000,000
Find系列,OPPO Find 7(标准移动版),正式版-140805_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9077/FIND7_12_OTA_014_all_svn9409.zip,784.54 MB,2016-05-12T11:00:04.000+0000,000
Find系列,OPPO Find 7(标准移动版),正式版-140712_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9077/FIND7_12_OTA_013_all_svn8917.zip,780.48 MB,2016-05-12T10:59:35.000+0000,000
Find系列,OPPO Find 7(标准移动版),正式版-140529_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9077/FIND7_12_OTA_010_all_svn7963.zip,776.13 MB,2016-05-12T10:56:50.000+0000,000
Find系列,OPPO Find 7(标准联通版),正式版-150402_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9070/X9070_12_OTA_006_all_svn10681.zip,834.33 MB,2016-05-12T11:17:21.000+0000,000
Find系列,OPPO Find 7(标准联通版),正式版-140801 _ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9070/X9070_12_OTA_003_all_svn9360.zip,824 MB,2016-05-12T11:17:17.000+0000,000
Find系列,OPPO Find 7(标准联通版),正式版-140918_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9070/FIND7_12_OTA_005_all_svn9837.zip,833.77 MB,2016-05-12T11:01:29.000+0000,0000
Find系列,OPPO Find 7(标准联通版),正式版-140814_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9000/FIND7_12_OTA_005_all_svn9493.zip,831.52 MB,2016-05-12T11:00:57.000+0000,0000
Find系列,OPPO Find 7(轻装移动版),正式版-150321_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_021_all_svn10665.zip,813.93 MB,2016-08-06T09:27:38.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140911_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_015_all_svn9804.zip,784.55 MB,2016-05-12T11:01:02.000+0000,0000
Find系列,OPPO Find 7(轻装移动版),正式版-140712_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_013_all_svn8917.zip,780.48 MB,2016-05-12T10:59:39.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140703_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_012_all_svn8770.zip,780.44 MB,2016-05-12T10:58:08.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140624_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_011_all_svn8549.zip,780.5 MB,2016-05-12T10:58:04.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140529_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_010_all_svn7963.zip,776.13 MB,2016-05-12T10:56:46.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140520_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_009_all_svn7668.zip,776.12 MB,2016-05-12T10:56:42.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140509_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/FIND7_12_OTA_008_all_svn7217.zip,775.7 MB,2016-05-12T10:56:18.000+0000,000
Find系列,OPPO Find 7(轻装移动版),正式版-140417,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/X9007_12_OTA_007_all_svn6059.zip,787 MB,2016-05-12T10:56:05.000+0000,未知
Find系列,OPPO Find 7(轻装移动版),正式版-140327,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9007/X9007_12_OTA_005_all_svn5297.zip,773 MB,2016-05-12T10:56:00.000+0000,未知
Find系列,OPPO Find 7(轻装联通版),正式版-140918_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9000/FIND7_12_OTA_006_all_svn9835.zip,831.7 MB,2016-05-12T11:27:41.000+0000,000
Find系列,OPPO Find 7(轻装联通版),正式版-140814_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9000/FIND7_12_OTA_005_all_svn9493.zip,829.45 MB,2016-05-12T11:00:16.000+0000,0000
Find系列,OPPO Find 7(轻装联通版),正式版-140801_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9070/X9070_12_OTA_003_all_svn9360.zip,824.18 MB,2016-05-12T11:00:10.000+0000,000
Find系列,OPPO Find 7(轻装联通版),正式版-140528_ColorOS 1.2,,,https://fsopen.coloros.com/3/oppowww/androidrom/x9000/X9000_12_OTA_004_all_svn7910.zip,817.5 MB,2016-05-12T10:56:53.000+0000,000
Find系列,OPPO Find 5（联通版）,正式版-131224,,,http://pan.baidu.com/s/1geRbrGn,610 MB,2016-08-22T17:35:08.000+0000,未知
Find系列,OPPO Find 5（联通版）,正式版-141125,,,http://pan.baidu.com/s/1migzlyg,758.4 MB,2016-08-04T16:29:58.000+0000,4152
Find系列,OPPO Find 5（联通版）,正式版-140616,,,https://fsopen.coloros.com/3/oppowww/androidrom/x909/X909_13_C.18_all_svn5691.zip,648.73 MB,2016-05-12T10:59:25.000+0000,未知
Find系列,OPPO Find 5（联通版）,正式版-140121,,,http://pan.baidu.com/share/link?shareid=3198982854&uk=2184434418,567.9 MB,2016-05-12T10:56:32.000+0000,未知
Find系列,OPPO Find 5（联通版）,131130,,,http://pan.baidu.com/s/1gSIGy,254 MB,2013-12-01T12:23:31.000+0000,
Find系列,OPPO Find 5（联通版）,131130,,,http://pan.baidu.com/s/1w1LJe,632 MB,2013-11-30T21:11:12.000+0000,
Find系列,OPPO Find 5（联通版）,131019,,,http://yun.baidu.com/xcloud/nearme/pan/share/link?shareid=3101512345&uk=155007578,600 MB,2013-11-01T22:15:35.000+0000,
Find系列,OPPO Find 5（联通版）,13.9.23,,,http://pan.baidu.com/s/1qZPk0,6000 MB,2013-10-30T18:38:43.000+0000,
Find系列,OPPO Find 5（联通版）,13.10.11,,,http://pan.baidu.com/s/11hgfa,120.9 MB,2013-10-17T17:39:29.000+0000,
Find系列,OPPO Find 5（移动版）,正式版-131224,,,http://pan.baidu.com/s/1geRbrGn,610 MB,2016-08-22T17:26:51.000+0000,未知
Find系列,OPPO Find 5（移动版）,正式版-141125_ColorOS2.0,,,http://pan.baidu.com/s/1geXfVTD,758.4 MB,2016-08-04T16:29:36.000+0000,4546
Find系列,OPPO Find 5（移动版）,正式版-140624,,,https://fsopen.coloros.com/3/oppowww/androidrom/x909t/X909T_13_C.14_all_svn5695.zip,649.19 MB,2016-05-12T10:59:30.000+0000,未知
Find系列,OPPO Find 5（移动版）,正式版-140121,,,http://pan.baidu.com/share/link?shareid=3187563896&uk=2184434418,567.9 MB,2016-05-12T10:56:25.000+0000,未知
Find系列,OPPO Find 5（移动版）,正式版-131224,,,http://pan.baidu.com/s/1qWvvvWC,44 MB,2016-05-12T10:55:06.000+0000,未知
Find系列,OPPO Find 5（移动版）,正式版-131224,,,http://pan.baidu.com/s/1o6sbFia,44 MB,2016-05-12T10:54:59.000+0000,未知
Find系列,OPPO Find 5（移动版）,131130,,,http://pan.baidu.com/s/19YVB5,630 MB,2013-12-01T12:19:20.000+0000,
Find系列,OPPO Find 5（移动版）,131019,,,http://yun.baidu.com/xcloud/nearme/pan/share/link?shareid=3105497363&uk=155007578,600 MB,2013-11-01T22:10:42.000+0000,
Find系列,OPPO Find 5（移动版）,13.9.23,,,http://pan.baidu.com/s/1pDTZk,600 MB,2013-10-30T18:33:49.000+0000,
Find系列,OPPO Finder,正式版-130205,,,https://fsopen.coloros.com/3/oppowww/androidrom/x907/X907_13_4.11_130205_update.zip,358.4 MB,2016-05-12T11:29:43.000+0000,000
Find系列,OPPO Finder,131031,,,http://bbs.coloros.com/forum.php?mod=viewthread&tid=3028&page=1&extra=&_dsign=4eb1e20c,430 MB,2013-11-05T17:53:19.000+0000,
Find系列,OPPO X905,正式版-130318,,,https://fsopen.coloros.com/3/oppowww/androidrom/x905/X905_13_4.04_130318_update.zip,371.3 MB,2016-05-12T19:32:07.000+0000,000
Find系列,OPPO X903,正式版-120417,,,https://fsopen.coloros.com/3/oppowww/androidrom/x903/update.zip,296.73 MB,2016-05-12T11:14:37.000+0000,000
Ace系列,Ace2（PDHM00）,正式版-A.25,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201104195555/PDHM00_11_OTA_0250_all_iyi66E9mjnZC.ozip,3721.78MB,2020-11-04T11:57:54.000+0000,e26c7f0f62e956623820314746550204
Ace系列,Ace2（PDHM00）,正式版-A.23,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200825092834/PDHM00_11_OTA_0230_all_l3Y9ZiHf2Mbj.ozip,3689.52MB,2020-08-25T01:29:55.000+0000,77cadd0da651c9b32831de24a1b9ea12
Ace系列,Ace2（PDHM00）,正式版-A.21,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200728093652/PDHM00_11_OTA_0210_all_xtM1G3FmS9Tr.ozip,3672.81MB,2020-07-28T01:38:17.000+0000,5ebe593d08813a0554affef521295782
Ace系列,Ace2（PDHM00）,正式版-A.19,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200628203933/PDHM00_11_OTA_0190_all_ugqL6CUiO2vY.ozip,3576.90MB,2020-06-28T12:40:49.000+0000,fc788aa0a3b2755c62f7a0c34b62b898
Ace系列,Ace2（PDHM00）,ColorOS 7 正式版-A.18（Android 10）,7.1,10.0,https://fsopen.coloros.com/3/oppowww/androidrom/pdhm00/PDHM00_11_OTA_0180_all_O8maZj8A220p.ozip,3584M,2020-05-24T10:38:21.000+0000,587A1A89B805184D73BA1402B9E8C7AA
Ace系列,Ace2（PDHM00）,ColorOS 7 正式版-A.17（Android 10）,7.1,10.0,https://fsopen.coloros.com/3/oppowww/androidrom/pdhm00/PDHM00_11_OTA_0170_all_GjzlZSrvKPeZ.ozip,3573M,2020-05-15T22:50:12.000+0000,A06F985FF72DBC24E1E127A1D0B4AA5B
Ace系列,Ace2（PDHM00）,ColorOS 7 正式版-A.16（Android 10）,7.1,10.0,https://fsopen.coloros.com/3/oppowww/androidrom/pdhm00/PDHM00_11_OTA_0160_all_6e4GglZlOcoC.ozip,3580M,2020-04-22T10:01:47.000+0000,AFE2940E55497C0504BD2EA2964EDB48
Ace系列,Reno Ace（PCLM10）,正式版-C.35,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210422084808/PCLM10_11_OTA_1350_all_RdVc0SEDWd4u.ozip,3507.65MB,2021-04-22T00:50:35.000+0000,d04e62307dd6a11e2bba71497228cc4a
Ace系列,Reno Ace（PCLM10）,正式版-C.34,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210129110928/PCLM10_11_OTA_1340_all_KypQhdCuLvpr.ozip,3507.68MB,2021-01-29T03:11:14.000+0000,15416dbc1e1dc6017d2dd169e0bd4f8f
Ace系列,Reno Ace（PCLM10）,正式版-C.33,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210107153322/PCLM10_11_OTA_1330_all_9Ks5uUqKMfKS.ozip,3457.03MB,2021-01-07T07:37:28.000+0000,d0c2097f25d41dfeb35b2dd799d514f6
Ace系列,Reno Ace（PCLM10）,正式版-C.32,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201216091236/PCLM10_11_OTA_1320_all_0z8Q2Dq45xWZ.ozip,3457.31MB,2020-12-16T01:13:49.000+0000,c3195fa658ac8192052d6ad4a464eb42
Ace系列,Reno Ace（PCLM10）,正式版-C.31,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201216084318/PCLM10_11_OTA_1310_all_L7uaIYtt8Xzk.ozip,3345.62MB,2020-12-16T00:44:42.000+0000,c60724d7b52c00e89a7db3b5d2b192fa
Ace系列,Reno Ace（PCLM10）,正式版-C.29,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200916211141/PCLM10_11_OTA_1290_all_cwFWHAmpcOz1.ozip,3345.38MB,2020-09-16T13:12:59.000+0000,ade4234a30e65e139ad803939448b371
Ace系列,Reno Ace（PCLM10）,正式版-C.28,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200908151111/PCLM10_11_OTA_1280_all_jikZEv0IsWap.ozip,3347.65MB,2020-09-08T07:13:54.000+0000,ace9fe93d3e31cd2881edc54f5ddb65d
Ace系列,Reno Ace（PCLM10）,正式版-C.27,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200727205406/PCLM10_11_OTA_1270_all_UclKdA8Rxmp3.ozip,3347.34MB,2020-07-27T12:55:15.000+0000,031456d037e54b110977d456a0e0443e
Ace系列,Reno Ace（PCLM10）,正式版-C.26,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200618213019/PCLM10_11_OTA_1260_all_XFsEk7TH78jm.ozip,3278.44MB,2020-06-18T13:31:40.000+0000,e130d356439d2b89e1841b848f1ad364
Ace系列,Reno Ace（PCLM10）,ColorOS 6 正式版-A.12（Android 9）,6.1,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0120_all_Kstg2TogR7P7.ozip,2681M,2020-05-10T17:23:06.000+0000,E3A1D502DA197DA33906DECE3955CB9C
Ace系列,Reno Ace（PCLM10）,ColorOS 6 正式版-A.11（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0110_all_Wu0eI3tv08dN.ozip,2677M,2020-03-27T08:47:11.000+0000,CA31A8F2C89CA22FCBD711854ABFB47F
Ace系列,Reno Ace（PCLM10）,ColorOS 6 正式版-A.10（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0100_all_GQINCrjtRCWp.ozip,2676M,2020-03-02T22:36:14.000+0000,853A6B119C27EABDE3642AC827DA22F5
Ace系列,Reno Ace（PCLM10）,正式版本-A.09,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0090_all_ahTcYJxaDLg6.ozip,2684M,2020-02-19T15:49:03.000+0000,6F81071E37014ECFFDE7575C06856C22
Ace系列,Reno Ace（PCLM10）,正式版-A.07,,,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0070_all_01NjM4D55I6S.ozip,2631 MB,2019-12-12T01:05:00.000+0000,7395ee8fbec31b6c69dbc4b892d23907
Ace系列,Reno Ace（PCLM10）,正式版-A.05,,,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0050_all_bcB67Hb2oOYu_local.ozip,2600 MB,2019-11-20T18:12:55.000+0000,16810D2F22BB42DBDD478F0137D58B28
Ace系列,Reno Ace（PCLM10）,正式版-A.04,,,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0040_all_x3ereHPdN2Lb.ozip,2594 MB,2019-11-20T10:12:42.000+0000,243EA0A4960BCDD3287EB3014DE87566
Ace系列,Reno Ace（PCLM10）,正式版-A.03,,,https://fsopen.coloros.com/3/oppowww/androidrom/pclm10/PCLM10_11_OTA_0030_all_fwcrulC5Nvtb.ozip,2530 MB,2019-11-20T10:12:29.000+0000,2AA79230570E7AC228F917BA37887C2F
Reno系列,Reno 4 SE 5G（PEAM00&PEAT00）,正式版-A.07,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210115112330/PEAM00_11_OTA_0070_all_bvVyXUuFG4x9.ozip,3273.33MB,2021-01-15T03:25:41.000+0000,956f7a38d37383e60414b2b0194f4980
Reno系列,Reno 4 SE 5G（PEAM00&PEAT00）,正式版-A.05,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201021144842/PEAM00_11_OTA_0050_all_JynjWhfRlC26.ozip,3295.33MB,2020-10-21T06:50:08.000+0000,f96a150f6f8b6cc95461c1829056f312
Reno系列,Reno 4 SE 5G（PEAM00&PEAT00）,正式版-A.01,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200927164802/PEAM00_11_OTA_0010_all_Qu7jfmYE3wp4.ozip,3275.90MB,2020-09-27T08:49:12.000+0000,d1cf7e045cbf9102ab2cf2dda2b2c44b
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.28,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201130113526/PDNM00_11_OTA_0280_all_ailMLSJ4VRnX.ozip,3701.07MB,2020-11-30T03:39:05.000+0000,23015c52040e421276c2534c2ad1eb94
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.24,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201001181718/PDNM00_11_OTA_0240_all_vk4ZmXNBrynS.ozip,3636.66MB,2020-10-01T10:21:02.000+0000,f02315ec56b1855ff30969e51ec54ec4
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.23,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200905203731/PDNM00_11_OTA_0230_all_VNQC6e7bLxM3.ozip,3637.12MB,2020-09-05T12:39:01.000+0000,cd07eba427d5607fe302cc1602f3fe96
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.22,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200824103710/PDNM00_11_OTA_0220_all_oNpYq7bP9MAA.ozip,3637.67MB,2020-08-24T02:56:26.000+0000,bdef680de87228b4ec181fe9b814b2ac
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.21,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200731102825/PDNM00_11_OTA_0211_all_ZAn9i57ltS31.ozip,3543.48MB,2020-07-31T02:30:00.000+0000,8eb681d7a092dab6b055e8e93b998e12
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.20,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200702160523/PDNM00_11_OTA_0200_all_O2YM9lQCA8fI.ozip,3546.04MB,2020-07-02T08:06:45.000+0000,32449065a56f00184deb70f45748cd37
Reno系列,Reno4 5G                      （PDPM00 & PDPT00）,正式版-A.19,7.2,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200616112233/PDNM00_11_OTA_0190_all_BKFfWwgm7Zv8.ozip,3534.55MB,2020-06-28T03:28:34.000+0000,9eb9ef0a057c1847602f80c1e58d7ce9
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.28,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201130113526/PDNM00_11_OTA_0280_all_ailMLSJ4VRnX.ozip,3701.07MB,2020-11-30T03:36:52.000+0000,23015c52040e421276c2534c2ad1eb94
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.24,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201001181718/PDNM00_11_OTA_0240_all_vk4ZmXNBrynS.ozip,3636.66MB,2020-10-01T10:18:38.000+0000,f02315ec56b1855ff30969e51ec54ec4
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.23,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200905203731/PDNM00_11_OTA_0230_all_VNQC6e7bLxM3.ozip,3637.12MB,2020-09-05T12:38:52.000+0000,cd07eba427d5607fe302cc1602f3fe96
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.22,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200824103710/PDNM00_11_OTA_0220_all_oNpYq7bP9MAA.ozip,3637.67MB,2020-08-24T06:08:09.000+0000,bdef680de87228b4ec181fe9b814b2ac
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.21,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200731102825/PDNM00_11_OTA_0211_all_ZAn9i57ltS31.ozip,3543.48MB,2020-07-31T02:29:45.000+0000,8eb681d7a092dab6b055e8e93b998e12
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.20,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200702160523/PDNM00_11_OTA_0200_all_O2YM9lQCA8fI.ozip,3546.04MB,2020-07-02T08:06:47.000+0000,32449065a56f00184deb70f45748cd37
Reno系列,Reno4 Pro 5G（PDNM00 & PDNT00）,正式版-A.19,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200615214543/PDNM00_11_OTA_0190_all_BKFfWwgm7Zv8.ozip,3534.55MB,2020-06-15T13:47:02.000+0000,9eb9ef0a057c1847602f80c1e58d7ce9
Reno系列,Reno3 Pro（PCRM00）,正式版-A.31,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201107155846/PCRM00_11_OTA_0310_all_qoCf6FWJWADs.ozip,3417.65MB,2020-11-07T08:00:11.000+0000,8ed195ead60bb02a677b8595158ec491
Reno系列,Reno3 Pro（PCRM00）,正式版-A.30,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200905200539/PCRM00_11_OTA_0300_all_AQxuOwPISIVf.ozip,3381.86MB,2020-09-05T12:07:48.000+0000,0673e8b8aaf86f83ba9e90b113128c21
Reno系列,Reno3 Pro（PCRM00）,正式版-A.29,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200810144811/PCRM00_11_OTA_0290_all_JBgyMmNHL8RD.ozip,3343.84MB,2020-08-10T06:49:30.000+0000,f7ae52e02e150aea6d0000f404e996e7
